# vi: ts=30 sw=30
CID	TURBO PMAC ON-LINE COMMAND SPECIFICATION	296
CLEAR	TURBO PMAC ON-LINE COMMAND SPECIFICATION	296
CLEAR ALL	TURBO PMAC ON-LINE COMMAND SPECIFICATION	297
CLEAR ALL PLCS	TURBO PMAC ON-LINE COMMAND SPECIFICATION	297
CLOSE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	297
CLOSE ALL	TURBO PMAC ON-LINE COMMAND SPECIFICATION	298
CLRF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	299
{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	299
CPU	TURBO PMAC ON-LINE COMMAND SPECIFICATION	300
DATE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	300
DEFINE BLCOMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	300
DEFINE CCBUF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	301
DEFINE COMP (one-dimensional)	TURBO PMAC ON-LINE COMMAND SPECIFICATION	302
DEFINE COMP (two-dimensional)	TURBO PMAC ON-LINE COMMAND SPECIFICATION	303
DEFINE GATHER	TURBO PMAC ON-LINE COMMAND SPECIFICATION	307
DEFINE LOOKAHEAD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	307
DEFINE ROTARY	TURBO PMAC ON-LINE COMMAND SPECIFICATION	309
DEFINE TBUF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	310
DEFINE TCOMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	310
DEFINE UBUFFER [modified description]	TURBO PMAC ON-LINE COMMAND SPECIFICATION	311
DELETE ALL	TURBO PMAC ON-LINE COMMAND SPECIFICATION	312
DELETE ALL TEMPS	TURBO PMAC ON-LINE COMMAND SPECIFICATION	313
DELETE BLCOMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	313
DELETE CCUBUF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	314
DELETE COMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	314
DELETE LOOKAHEAD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	314
DELETE GATHER	TURBO PMAC ON-LINE COMMAND SPECIFICATION	315
DELETE PLCC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	316
DELETE ROTARY	TURBO PMAC ON-LINE COMMAND SPECIFICATION	316
DELETE TBUF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	317
DELETE TCOMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	317
DISABLE PLC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	318
DISABLE PLCC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	318
E	TURBO PMAC ON-LINE COMMAND SPECIFICATION	319
EAVERSION	TURBO PMAC ON-LINE COMMAND SPECIFICATION	319
ENABLE PLC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	320
ENABLE PLCC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	321
ENDGATHER	TURBO PMAC ON-LINE COMMAND SPECIFICATION	321
F	TURBO PMAC ON-LINE COMMAND SPECIFICATION	322
FRAX	TURBO PMAC ON-LINE COMMAND SPECIFICATION	322
FREAD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	323
FSAVE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	323
FSAVECLEAR	TURBO PMAC ON-LINE COMMAND SPECIFICATION	324
GATHER	TURBO PMAC ON-LINE COMMAND SPECIFICATION	324
H	TURBO PMAC ON-LINE COMMAND SPECIFICATION	325
HOME	TURBO PMAC ON-LINE COMMAND SPECIFICATION	326
HOMEZ	TURBO PMAC ON-LINE COMMAND SPECIFICATION	326
I{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	327
I{data}={expression}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	328
I{constant}=*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	329
I{constant}=@I{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	330
IDC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	330
IDNUMBER	TURBO PMAC ON-LINE COMMAND SPECIFICATION	331
INC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	331
J!	TURBO PMAC ON-LINE COMMAND SPECIFICATION	332
J+	TURBO PMAC ON-LINE COMMAND SPECIFICATION	332
J-	TURBO PMAC ON-LINE COMMAND SPECIFICATION	333
J/	TURBO PMAC ON-LINE COMMAND SPECIFICATION	333
J:{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	334
J:*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	334
J=	TURBO PMAC ON-LINE COMMAND SPECIFICATION	335
J={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	335
J=*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	336
J=={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	336
J^{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	337
J^*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	337
{jog command}^{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	338
K	TURBO PMAC ON-LINE COMMAND SPECIFICATION	339
LEARN	TURBO PMAC ON-LINE COMMAND SPECIFICATION	340
LIST	TURBO PMAC ON-LINE COMMAND SPECIFICATION	341
LIST BLCOMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	341
LIST BLCOMP DEF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	342
LIST COMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	342
LIST COMP DEF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	343
LIST FORWARD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	343
LIST GATHER	TURBO PMAC ON-LINE COMMAND SPECIFICATION	344
LIST INVERSE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	344
LIST LDS	TURBO PMAC ON-LINE COMMAND SPECIFICATION	345
LIST LINK	TURBO PMAC ON-LINE COMMAND SPECIFICATION	345
LIST PC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	345
LIST PE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	346
LIST PLC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	347
LIST PROGRAM	TURBO PMAC ON-LINE COMMAND SPECIFICATION	348
LIST ROTARY	TURBO PMAC ON-LINE COMMAND SPECIFICATION	349
LIST TCOMP	TURBO PMAC ON-LINE COMMAND SPECIFICATION	349
LIST TCOMP DEF	TURBO PMAC ON-LINE COMMAND SPECIFICATION	350
LOCK{constant},P{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	350
M{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	351
M{data}={expression}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	352
M{constant}->	TURBO PMAC ON-LINE COMMAND SPECIFICATION	352
M{constant}->*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	353
M{constant}->D:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	354
M{constant}->DP:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	354
M{constant}->F:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	355
M{constant}->L:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	355
M{constant}->TWB:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	356
M{constant}->TWD:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	357
M{constant}->TWR:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	358
M{constant}->TWS:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	358
M{constant}->X/Y:{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	360
MACROASCII{master #}            [replaced]	TURBO PMAC ON-LINE COMMAND SPECIFICATION	361
MACROAUX{node #},M{slave var}={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	361
MACROAUX{node #},{param #}={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	362
MACROAUXREAD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	363
MACROAUXWRITE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	363
MACROMST{master#},{master variable}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	364
MACROMST{master#},{master variable}={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	365
MACROMSTASCII{master #}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	366
MACROMSTREAD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	367
MACROMSTWRITE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	368
MACROSLV{command} {node#}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	369
MACROSLV{node#},{slave variable}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	370
MACROSLV{node#},{slave variable}={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	371
MACROSLVREAD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	372
MACROSLVWRITE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	373
MACROSTASCII {station #}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	374
MACROSTASCIIFREQ	TURBO PMAC ON-LINE COMMAND SPECIFICATION	375
MACROSTASCIIFREQ={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	375
MACROSTASCIIFREQ=*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	375
MFLUSH	TURBO PMAC ON-LINE COMMAND SPECIFICATION	376
MOVETIME	TURBO PMAC ON-LINE COMMAND SPECIFICATION	376
NOFRAX	TURBO PMAC ON-LINE COMMAND SPECIFICATION	376
NORMAL	TURBO PMAC ON-LINE COMMAND SPECIFICATION	377
O{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	377
OPEN BINARY ROTARY	TURBO PMAC ON-LINE COMMAND SPECIFICATION	378
OPEN FORWARD	TURBO PMAC ON-LINE COMMAND SPECIFICATION	378
OPEN INVERSE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	379
OPEN PLC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	380
OPEN PROGRAM	TURBO PMAC ON-LINE COMMAND SPECIFICATION	381
OPEN ROTARY	TURBO PMAC ON-LINE COMMAND SPECIFICATION	381
P	TURBO PMAC ON-LINE COMMAND SPECIFICATION	382
P{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	382
P{data}={expression}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	383
PASSWORD={string}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	384
PAUSE PLC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	385
PC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	386
PE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	387
PMATCH	TURBO PMAC ON-LINE COMMAND SPECIFICATION	387
PR	TURBO PMAC ON-LINE COMMAND SPECIFICATION	388
Q	TURBO PMAC ON-LINE COMMAND SPECIFICATION	388
Q{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	389
Q{data}={expression}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	389
R	TURBO PMAC ON-LINE COMMAND SPECIFICATION	391
R[H]{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	391
RESUME PLC	TURBO PMAC ON-LINE COMMAND SPECIFICATION	392
S	TURBO PMAC ON-LINE COMMAND SPECIFICATION	393
SAVE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	394
SETPHASE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	395
SID	TURBO PMAC ON-LINE COMMAND SPECIFICATION	395
SIZE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	396
STN	TURBO PMAC ON-LINE COMMAND SPECIFICATION	396
STN={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	397
TIME	TURBO PMAC ON-LINE COMMAND SPECIFICATION	397
TIME={time}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	397
TODAY	TURBO PMAC ON-LINE COMMAND SPECIFICATION	398
TODAY={date}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	399
TYPE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	399
UNDEFINE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	400
UNDEFINE ALL	TURBO PMAC ON-LINE COMMAND SPECIFICATION	400
UNLOCK{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	401
UPDATE	TURBO PMAC ON-LINE COMMAND SPECIFICATION	401
V	TURBO PMAC ON-LINE COMMAND SPECIFICATION	401
VERSION	TURBO PMAC ON-LINE COMMAND SPECIFICATION	402
VID	TURBO PMAC ON-LINE COMMAND SPECIFICATION	402
W{address}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	403
Z	TURBO PMAC ON-LINE COMMAND SPECIFICATION	403
TURBO PMAC PROGRAM COMMAND SPECIFICATION	TURBO PMAC PROGRAM COMMAND SPECIFICATION	405
{axis}{data}[{axis}{data}…]	TURBO PMAC PROGRAM COMMAND SPECIFICATION	405
{axis}{data}:{data} [{axis}{data}:{data}…]	TURBO PMAC PROGRAM COMMAND SPECIFICATION	405
{axis}{data}^{data}[{axis}{data}^{data}...]	TURBO PMAC PROGRAM COMMAND SPECIFICATION	406
{axis}{data}[{axis}{data}…] {vector}{data} [{vector}{data}…]	TURBO PMAC PROGRAM COMMAND SPECIFICATION	407
A{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	409
ABS	TURBO PMAC PROGRAM COMMAND SPECIFICATION	409
ADDRESS	TURBO PMAC PROGRAM COMMAND SPECIFICATION	410
ADDRESS#P{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	410
ADDRESS&P{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	411
ADIS{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	412
AND ({condition})	TURBO PMAC PROGRAM COMMAND SPECIFICATION	412
AROT{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	413
B{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	414
BLOCKSTART	TURBO PMAC PROGRAM COMMAND SPECIFICATION	414
BLOCKSTOP	TURBO PMAC PROGRAM COMMAND SPECIFICATION	415
C{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	415
CALL	TURBO PMAC PROGRAM COMMAND SPECIFICATION	415
CC0	TURBO PMAC PROGRAM COMMAND SPECIFICATION	417
CC1	TURBO PMAC PROGRAM COMMAND SPECIFICATION	417
CC2	TURBO PMAC PROGRAM COMMAND SPECIFICATION	418
CC3	TURBO PMAC PROGRAM COMMAND SPECIFICATION	418
CC4	TURBO PMAC PROGRAM COMMAND SPECIFICATION	419
CCR{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	419
CIRCLE1	TURBO PMAC PROGRAM COMMAND SPECIFICATION	420
CIRCLE2	TURBO PMAC PROGRAM COMMAND SPECIFICATION	420
COMMANDx"{command}"	TURBO PMAC PROGRAM COMMAND SPECIFICATION	421
COMMANDx^{letter}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	423
CREAD	TURBO PMAC PROGRAM COMMAND SPECIFICATION	424
D{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	425
DELAY{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	426
DISABLE PLC {constant}[,{constant}...]	TURBO PMAC PROGRAM COMMAND SPECIFICATION	426
DISABLE PLCC {constant}[,{constant}...]	TURBO PMAC PROGRAM COMMAND SPECIFICATION	427
DISPLAY [{constant}] "{message}"	TURBO PMAC PROGRAM COMMAND SPECIFICATION	428
DISPLAY ... {variable}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	428
DWELL	TURBO PMAC PROGRAM COMMAND SPECIFICATION	429
ELSE	TURBO PMAC PROGRAM COMMAND SPECIFICATION	429
ENABLE PLC	TURBO PMAC PROGRAM COMMAND SPECIFICATION	431
ENABLE PLCC	TURBO PMAC PROGRAM COMMAND SPECIFICATION	431
ENDIF	TURBO PMAC PROGRAM COMMAND SPECIFICATION	432
ENDWHILE	TURBO PMAC PROGRAM COMMAND SPECIFICATION	432
F{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	433
FRAX	TURBO PMAC PROGRAM COMMAND SPECIFICATION	434
G{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	435
GOSUB	TURBO PMAC PROGRAM COMMAND SPECIFICATION	436
GOTO	TURBO PMAC PROGRAM COMMAND SPECIFICATION	436
HOME	TURBO PMAC PROGRAM COMMAND SPECIFICATION	437
HOMEZ	TURBO PMAC PROGRAM COMMAND SPECIFICATION	438
I{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	439
I{data}={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	439
IDIS{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	440
IF ({condition})	TURBO PMAC PROGRAM COMMAND SPECIFICATION	440
INC	TURBO PMAC PROGRAM COMMAND SPECIFICATION	441
IROT{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	442
J{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	443
K{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	443
LINEAR	TURBO PMAC PROGRAM COMMAND SPECIFICATION	444
LOCK{constant},P{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	444
M{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	445
M{data}={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	445
M{data}=={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	446
M{data}&={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	447
M{data}|={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	447
M{data}^={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	448
MACROAUXREAD	TURBO PMAC PROGRAM COMMAND SPECIFICATION	449
MACROAUXWRITE	TURBO PMAC PROGRAM COMMAND SPECIFICATION	450
MACROMSTREAD	TURBO PMAC PROGRAM COMMAND SPECIFICATION	450
MACROMSTWRITE	TURBO PMAC PROGRAM COMMAND SPECIFICATION	451
MACROSLVREAD	TURBO PMAC PROGRAM COMMAND SPECIFICATION	452
MACROSLVWRITE	TURBO PMAC PROGRAM COMMAND SPECIFICATION	454
N{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	455
NOFRAX	TURBO PMAC PROGRAM COMMAND SPECIFICATION	455
NORMAL	TURBO PMAC PROGRAM COMMAND SPECIFICATION	455
NX{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	456
NY{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	457
NZ{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	457
O{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	458
OR({condition})	TURBO PMAC PROGRAM COMMAND SPECIFICATION	459
P{data}={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	459
PAUSE PLC	TURBO PMAC PROGRAM COMMAND SPECIFICATION	460
PRELUDE	TURBO PMAC PROGRAM COMMAND SPECIFICATION	461
PSET	TURBO PMAC PROGRAM COMMAND SPECIFICATION	462
PVT{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	463
Q{data}={expression}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	463
R{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	464
RAPID	TURBO PMAC PROGRAM COMMAND SPECIFICATION	465
READ	TURBO PMAC PROGRAM COMMAND SPECIFICATION	466
RESUME PLC	TURBO PMAC PROGRAM COMMAND SPECIFICATION	467
RETURN	TURBO PMAC PROGRAM COMMAND SPECIFICATION	468
S{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	468
SENDx	TURBO PMAC PROGRAM COMMAND SPECIFICATION	469
SENDx^{letter}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	470
SETPHASE	TURBO PMAC PROGRAM COMMAND SPECIFICATION	471
SPLINE1	TURBO PMAC PROGRAM COMMAND SPECIFICATION	472
SPLINE2	TURBO PMAC PROGRAM COMMAND SPECIFICATION	473
STOP	TURBO PMAC PROGRAM COMMAND SPECIFICATION	473
T{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	473
TA{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	474
TINIT	TURBO PMAC PROGRAM COMMAND SPECIFICATION	475
TM{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	475
TR{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	476
TS{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	477
TSELECT{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	478
TX{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	478
TY{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	479
TZ{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	479
U{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	480
UNLOCK{constant}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	480
V{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	481
W{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	481
WAIT	TURBO PMAC PROGRAM COMMAND SPECIFICATION	482
WHILE({condition})	TURBO PMAC PROGRAM COMMAND SPECIFICATION	482
X{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	484
Y{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	484
Z{data}	TURBO PMAC PROGRAM COMMAND SPECIFICATION	485
TURBO PMAC MATHEMATICAL FEATURES	TURBO PMAC MATHEMATICAL FEATURES	486
Mathematical Operators	Mathematical Operators	486
+	Mathematical Operators	486
-	Mathematical Operators	486
*	Mathematical Operators	486
/	Mathematical Operators	486
%	Mathematical Operators	487
&	Mathematical Operators	488
|	Mathematical Operators	488
^	Mathematical Operators	489
Mathematical Functions	Mathematical Functions	489
ABS	Mathematical Functions	489
ACOS	Mathematical Functions	489
ASIN	Mathematical Functions	490
ATAN	Mathematical Functions	490
ATAN2	Mathematical Functions	491
COS	Mathematical Functions	492
EXP	Mathematical Functions	492
INT	Mathematical Functions	492
LN	Mathematical Functions	493
SIN	Mathematical Functions	493
SQRT	Mathematical Functions	494
TAN	Mathematical Functions	494
TURBO PMAC MEMORY AND I/O MAP	TURBO PMAC MEMORY AND I/O MAP	495
Program (Machine Code) Memory	Program (Machine Code) Memory	495
Global Servo Registers	Global Servo Registers	495
Temporary Stack Registers	Temporary Stack Registers	497
Motor Registers	Motor Registers	497
Global Registers	Global Registers	503
Communication Buffers	Communication Buffers	504
Coordinate System Registers	Coordinate System Registers	504
Program and Buffer Pointers	Program and Buffer Pointers	508
Processed A/D Registers	Processed A/D Registers	509
Additional Coordinate System Registers	Additional Coordinate System Registers	509
MACRO Ring Status Registers	MACRO Ring Status Registers	510
MACRO Flag Registers	MACRO Flag Registers	511
Encoder Conversion Table Registers	Encoder Conversion Table Registers	511
Buffer Pointers	Buffer Pointers	512
Commutation Sine Table	Commutation Sine Table	512
User Variable Registers	User Variable Registers	512
User Program and Buffer Storage	User Program and Buffer Storage	512
Battery-Backed RAM Registers (Option 16x required)	Battery-Backed RAM Registers (Option 16x required)	512
Dual Ported RAM Registers (Option 2x required)	Dual Ported RAM Registers (Option 2x required)	512
DPRAM Control Panel	Dual Ported RAM Registers (Option 2x required)	513
DPRAM Control Panel Registers	Dual Ported RAM Registers (Option 2x required)	514
Motor Data Reporting Buffer Control (used if I48=1 or I57=1)	Dual Ported RAM Registers (Option 2x required)	515
Motor Data Reporting Buffer (Used if I48 = 1 or I57 = 1)	Dual Ported RAM Registers (Option 2x required)	515
Background Data Reporting Buffer Control (used if I49 = 1 or I57 = 1)	Dual Ported RAM Registers (Option 2x required)	519
Global Background Data Reporting Buffer (used if I49 = 1)	Dual Ported RAM Registers (Option 2x required)	520
Coordinate System Background Data Reporting Buffer	Dual Ported RAM Registers (Option 2x required)	520
(used if I49 = 1)	Dual Ported RAM Registers (Option 2x required)	520
DPRAM ASCII Buffers (used if I58 = 1)	Dual Ported RAM Registers (Option 2x required)	525
Background Variable Read and Write Buffer Control (used if I55 = 1)	Dual Ported RAM Registers (Option 2x required)	525
Binary Rotary Program Buffer Control (used after OPEN BIN ROT)	Dual Ported RAM Registers (Option 2x required)	526
Data Gathering Control (used if I5000 = 2 or 3)	Dual Ported RAM Registers (Option 2x required)	526
Variable-Sized Buffers/Open-Use Space	Dual Ported RAM Registers (Option 2x required)	526
VME Bus/DPRAM Interface Registers	VME Bus/DPRAM Interface Registers	526
Turbo PMAC2 I/O Control Registers	Turbo PMAC2 I/O Control Registers	527
PMAC-Style Servo ASIC Registers	PMAC-Style Servo ASIC Registers	529
PMAC2-Style Servo ASIC Registers	PMAC2-Style Servo ASIC Registers	533
Turbo PMAC2 MACRO and I/O ASIC Registers	Turbo PMAC2 MACRO and I/O ASIC Registers	543
I/O Control and Data Registers (MACRO IC 0 only)	Turbo PMAC2 MACRO and I/O ASIC Registers	543
MACRO Ring Control Registers	Turbo PMAC2 MACRO and I/O ASIC Registers	546
Supplemental Servo Channel Registers (MACRO IC 0 only)	Turbo PMAC2 MACRO and I/O ASIC Registers	547
Turbo PMAC2 MACRO Node Registers	Turbo PMAC2 MACRO and I/O ASIC Registers	550
Turbo PMAC I/O Registers	Turbo PMAC I/O Registers	552
Turbo PMAC2 Option 12 A/D Register	Turbo PMAC2 Option 12 A/D Register	554
3U Turbo PMAC2 Stack I/O Registers	3U Turbo PMAC2 Stack I/O Registers	554
JEXP Expansion Port I/O Registers	JEXP Expansion Port I/O Registers	556
UMAC UBUS Expansion Port I/O Registers	UMAC UBUS Expansion Port I/O Registers	556
TURBO PMAC SUGGESTED M-VARIABLE DEFINITIONS	TURBO PMAC SUGGESTED M-VARIABLE DEFINITIONS	558
TURBO PMAC2 SUGGESTED M-VARIABLE DEFINITIONS	TURBO PMAC2 SUGGESTED M-VARIABLE DEFINITIONS	610
UMAC TURBO SUGGESTED M-VARIABLE DEFINITIONS	UMAC TURBO SUGGESTED M-VARIABLE DEFINITIONS	676
CHANGE SUMMARY: PMAC TO TURBO PMAC	CHANGE SUMMARY: PMAC TO TURBO PMAC	742
Overview Feature Comparison	Overview Feature Comparison	742
I-Variable Changes	I-Variable Changes	743
I-Variable Changes (continued)	I-Variable Changes (continued)	744
DPRAM Function Changes	DPRAM Function Changes	744
Compensation Table Changes	Compensation Table Changes	744
Commutation Changes	Commutation Changes	745
Overtravel Limit Changes	Overtravel Limit Changes	745
Cutter Radius Compensation Changes	Cutter Radius Compensation Changes	745
Communications Changes	Communications Changes	745
Memory and I/O Map Changes	Memory and I/O Map Changes	746
Jumper Changes	Jumper Changes	747
On-line Command Changes	On-line Command Changes	747
Program Command Changes	Program Command Changes	748
Encoder Conversion Table Changes	Encoder Conversion Table Changes	748
FIRMWARE UPDATE LISTING	FIRMWARE UPDATE LISTING	749
V1.933 Updates (July 1999)	V1.933 Updates (July 1999)	749
V1.934 Updates (September 1999)	V1.934 Updates (September 1999)	749
V1.935 Updates (February 2000)	V1.935 Updates (February 2000)	751
V1.936 Updates (April 2000)	V1.936 Updates (April 2000)	751
V1.937 Updates (November, 2000)	V1.937 Updates (November, 2000)	752
V1.938 Updates (June, 2001)	V1.938 Updates (June, 2001)	754
V1.939 Updates (March, 2002)	V1.939 Updates (March, 2002)	754
V1.940 Updates (June, 2003)	V1.940 Updates (June, 2003)	755
V1.941 Updates (September 2005)	V1.941 Updates (September 2005)	756
V1.942 Updates (October 2005)	V1.942 Updates (October 2005)	757
V1.943 Updates (January 2007)	V1.943 Updates (January 2007)	758
V1.944 Updates (January 2008)	V1.944 Updates (January 2008)	758
V1.945 Updates (June 2008)	V1.945 Updates (June 2008)	758
